Code postal;Localité;Sous-commune;Commune principale;Province
1320;L'Ecluse;Oui;BEAUVECHAIN;Brabant Wallon
8300;Knokke;Oui;KNOKKE-HEIST;Flandre-Occidentale
8200;Sint-Andries;Oui;BRUGGE;Flandre-Occidentale
8581;Waarmaarde;Oui;AVELGEM;Flandre-Occidentale
5660;Aublain;Oui;COUVIN;Namur
6830;BOUILLON;Non;BOUILLON;Luxembourg
1950;KRAAINEM;Non;KRAAINEM;Brabant Flamand
2870;PUURS-SINT-AMANDS;Non;PUURS-SINT-AMANDS;Anvers
9280;Wieze;Oui;LEBBEKE;Flandre-Orientale
8660;DE PANNE;Non;DE PANNE;Flandre-Occidentale
9099;Gent X;;;
7190;Marche-Lez-Ecaussinnes;Oui;ECAUSSINNES;Hainaut
8780;OOSTROZEBEKE;Non;OOSTROZEBEKE;Flandre-Occidentale
4960;MALMEDY;Non;MALMEDY;Liège
5370;Verlée;Oui;HAVELANGE;Namur
8670;Wulpen;Oui;KOKSIJDE;Flandre-Occidentale
9320;Nieuwerkerken;Oui;AALST;Flandre-Orientale
3740;Munsterbilzen;Oui;BILZEN;Limbourg
3630;MAASMECHELEN;Non;MAASMECHELEN;Limbourg
9506;Schendelbeke;Oui;GERAARDSBERGEN;Flandre-Orientale
9308;Hofstade;Oui;AALST;Flandre-Orientale
4760;BULLANGE;Non;BULLANGE;Liège
9600;RENAIX;Non;RENAIX;Flandre-Orientale
6800;Bras;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
3300;Sint-Margriete-Houtem;Oui;TIENEN;Brabant Flamand
4300;Lantremange;Oui;WAREMME;Liège
7750;MONT-DE-L'ENCLUS;Non;MONT-DE-L'ENCLUS;Hainaut
9470;DENDERLEEUW;Non;DENDERLEEUW;Flandre-Orientale
9620;Grotenberge;Oui;ZOTTEGEM;Flandre-Orientale
4280;Poucet;Oui;HANNUT;Liège
8691;Izenberge;Oui;ALVERINGEM;Flandre-Occidentale
7070;LE ROEULX;Non;LE ROEULX;Hainaut
5374;Maffe;Oui;HAVELANGE;Namur
4210;Oteppe;Oui;BURDINNE;Liège
8301;Ramskapelle;Oui;KNOKKE-HEIST;Flandre-Occidentale
1602;Vlezenbeek;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
8420;Wenduine;Oui;DE HAAN;Flandre-Occidentale
3990;Kleine-Brogel;Oui;PEER;Limbourg
3370;Roosbeek;Oui;BOUTERSEM;Brabant Flamand
4780;SAINT-VITH;Non;SAINT-VITH;Liège
4260;Fallais;Oui;BRAIVES;Liège
1982;Elewijt;Oui;ZEMST;Brabant Flamand
1651;Lot;Oui;BEERSEL;Brabant Flamand
3700;Berg;Oui;TONGEREN;Limbourg
5060;Falisolle;Oui;SAMBREVILLE;Namur
4121;Neuville-En-Condroz;Oui;NEUPRÉ;Liège
3670;OUDSBERGEN;Non;OUDSBERGEN;Limbourg
7801;Irchonwelz;Oui;ATH;Hainaut
8460;OUDENBURG;Non;OUDENBURG;Flandre-Occidentale
9620;Strijpen;Oui;ZOTTEGEM;Flandre-Orientale
9700;Heurne;Oui;OUDENAARDE;Flandre-Orientale
3960;Gerdingen;Oui;BREE;Limbourg
6440;FROIDCHAPELLE;Non;FROIDCHAPELLE;Hainaut
5340;Faulx-Les-Tombes;Oui;GESVES;Namur
6470;Montbliart;Oui;SIVRY-RANCE;Hainaut
7951;Tongre-Notre-Dame;Oui;CHIÈVRES;Hainaut
6820;Muno;Oui;FLORENVILLE;Luxembourg
5550;Orchimont;Oui;VRESSE-SUR-SEMOIS;Namur
1840;Steenhuffel;Oui;LONDERZEEL;Brabant Flamand
4557;Soheit-Tinlot;Oui;TINLOT;Liège
8902;Zillebeke;Oui;IEPER;Flandre-Occidentale
8630;Eggewaartskapelle;Oui;VEURNE;Flandre-Occidentale
9308;Gijzegem;Oui;AALST;Flandre-Orientale
7830;Hoves;Oui;SILLY;Hainaut
3630;Meeswijk;Oui;MAASMECHELEN;Limbourg
4577;MODAVE;Non;MODAVE;Liège
3700;Neerrepen;Oui;TONGEREN;Limbourg
6767;Dampicourt;Oui;ROUVROY;Luxembourg
7864;Deux-Acren;Oui;LESSINES;Hainaut
3700;Sluizen;Oui;TONGEREN;Limbourg
2860;SINT-KATELIJNE-WAVER;Non;SINT-KATELIJNE-WAVER;Anvers
4050;CHAUDFONTAINE;Non;CHAUDFONTAINE;Liège
9840;DE PINTE;Non;DE PINTE;Flandre-Orientale
6781;Sélange;Oui;MESSANCY;Luxembourg
9931;Oostwinkel;Oui;LIEVEGEM;Flandre-Orientale
9880;Poeke;Oui;AALTER;Flandre-Orientale
7830;Gondregnies;Oui;SILLY;Hainaut
6120;Nalinnes;Oui;HAM-SUR-HEURE;Hainaut
2840;Reet;Oui;RUMST;Anvers
6210;Villers-Perwin;Oui;LES BONS VILLERS;Hainaut
4400;FLÉMALLE;Non;FLÉMALLE;Liège
3700;Haren;Oui;TONGEREN;Limbourg
7780;Comines;Oui;COMINES-WARNETON;Hainaut
5580;Mont-Gauthier;Oui;ROCHEFORT;Namur
2890;Sint-Amands;Oui;PUURS-SINT-AMANDS;Anvers
1315;Roux-Miroir;Oui;INCOURT;Brabant Wallon
1357;Opheylissem;Oui;HÉLÉCINE;Brabant Wallon
6800;Recogne;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
6221;Saint-Amand;Oui;FLEURUS;Hainaut
3870;Bovelingen;Oui;HEERS;Limbourg
6010;Couillet;Oui;CHARLEROI;Hainaut
4900;SPA;Non;SPA;Liège
4652;Xhendelesse;Oui;HERVE;Liège
1360;Orbais;Oui;PERWEZ;Brabant Wallon
4920;AYWAILLE;Non;AYWAILLE;Liège
5650;Castillon;Oui;WALCOURT;Namur
5562;Custinne;Oui;HOUYET;Namur
3470;Ransberg;Oui;KORTENAKEN;Brabant Flamand
8553;Otegem;Oui;ZWEVEGEM;Flandre-Occidentale
7301;Hornu;Oui;BOUSSU;Hainaut
6900;Humain;Oui;MARCHE-EN-FAMENNE;Luxembourg
4990;Arbrefontaine;Oui;LIERNEUX;Liège
5377;Baillonville;Oui;SOMME-LEUZE;Namur
7624;Howardries;Oui;BRUNEHAUT;Hainaut
4760;Manderfeld;Oui;BULLANGE;Liège
1880;Nieuwenrode;Oui;KAPELLE-OP-DEN-BOS;Brabant Flamand
5550;Laforêt;Oui;VRESSE-SUR-SEMOIS;Namur
5350;Evelette;Oui;OHEY;Namur
5310;Hanret;Oui;EGHEZÉE;Namur
6640;Hompré;Oui;VAUX-SUR-SÛRE;Luxembourg
3720;KORTESSEM;Non;KORTESSEM;Limbourg
9820;Munte;Oui;MERELBEKE;Flandre-Orientale
9500;Overboelare;Oui;GERAARDSBERGEN;Flandre-Orientale
8460;Westkerke;Oui;OUDENBURG;Flandre-Occidentale
3631;Uikhoven;Oui;MAASMECHELEN;Limbourg
4602;Cheratte;Oui;VISÉ;Liège
5537;Haut-Le-Wastia;Oui;ANHÉE;Namur
7802;Ormeignies;Oui;ATH;Hainaut
2140;Borgerhout;Oui;ANTWERPEN;Anvers
3320;Meldert;Oui;HOEGAARDEN;Brabant Flamand
1435;Corbais;Oui;MONT-SAINT-GUIBERT;Brabant Wallon
1981;Hofstade;Oui;ZEMST;Brabant Flamand
7340;Pâturages;Oui;COLFONTAINE;Hainaut
4537;Seraing-Le-Château;Oui;VERLAINE;Liège
4890;Thimister;Oui;THIMISTER-CLERMONT;Liège
5032;Isnes;Oui;GEMBLOUX;Namur
4841;Henri-Chapelle;Oui;WELKENRAEDT;Liège
4357;Limont;Oui;DONCEEL;Liège
6001;Marcinelle;Oui;CHARLEROI;Hainaut
1421;Ophain-Bois-Seigneur-Isaac;Oui;BRAINE-L'ALLEUD;Brabant Wallon
5530;Spontin;Oui;YVOIR;Namur
1700;Sint-Martens-Bodegem;Oui;DILBEEK;Brabant Flamand
6890;Ochamps;Oui;LIBIN;Luxembourg
6222;Brye;Oui;FLEURUS;Hainaut
3540;Donk;Oui;HERK-DE-STAD;Limbourg
9981;Sint-Margriete;Oui;SINT-LAUREINS;Flandre-Orientale
3850;Wijer;Oui;NIEUWERKERKEN;Limbourg
9870;Olsene;Oui;ZULTE;Flandre-Orientale
8902;Hollebeke;Oui;IEPER;Flandre-Occidentale
6960;Malempré;Oui;MANHAY;Luxembourg
6929;Porcheresse;Oui;DAVERDISSE;Luxembourg
8000;BRUGGE;Non;BRUGGE;Flandre-Occidentale
3060;Korbeek-Dijle;Oui;BERTEM;Brabant Flamand
9041;Oostakker;Oui;GENT;Flandre-Orientale
6060;Gilly;Oui;CHARLEROI;Hainaut
6440;Boussu-Lez-Walcourt;Oui;FROIDCHAPELLE;Hainaut
5570;Felenne;Oui;BEAURAING;Namur
5540;Hermeton-Sur-Meuse;Oui;HASTIÈRE;Namur
1541;Sint-Pieters-Kapelle;Oui;HERNE;Brabant Flamand
1670;Bogaarden;Oui;PEPINGEN;Brabant Flamand
6941;Borlon;Oui;DURBUY;Luxembourg
9400;NINOVE;Non;NINOVE;Flandre-Orientale
5660;Brûly-De-Pesche;Oui;COUVIN;Namur
9130;Kieldrecht;Oui;BEVEREN-WAAS;Flandre-Orientale
1934;Office Exchange Brussels Airport Remailing;;;
5362;Achet;Oui;HAMOIS;Namur
7040;Aulnois;Oui;QUÉVY;Hainaut
9920;Lovendegem;Oui;LIEVEGEM;Flandre-Orientale
7160;Godarville;Oui;CHAPELLE-LEZ-HERLAIMONT;Hainaut
9320;Erembodegem;Oui;AALST;Flandre-Orientale
2960;Sint-Job-In-'T-Goor;Oui;BRECHT;Anvers
5530;Dorinne;Oui;YVOIR;Namur
1020;Laeken;Oui;BRUXELLES;Bruxelles (19 communes)
4042;Liers;Oui;HERSTAL;Liège
3380;GLABBEEK;Non;GLABBEEK;Brabant Flamand
1435;Hévillers;Oui;MONT-SAINT-GUIBERT;Brabant Wallon
5170;Lustin;Oui;PROFONDEVILLE;Namur
9620;Velzeke-Ruddershove;Oui;ZOTTEGEM;Flandre-Orientale
8880;Rollegem-Kapelle;Oui;LEDEGEM;Flandre-Occidentale
6927;Grupont;Oui;TELLIN;Luxembourg
2235;HULSHOUT;Non;HULSHOUT;Anvers
9970;KAPRIJKE;Non;KAPRIJKE;Flandre-Orientale
2260;Oevel;Oui;WESTERLO;Anvers
3790;Mouland;Oui;FOURONS;Limbourg
4672;Saint-Remy;Oui;BLÉGNY;Liège
3930;HAMONT-ACHEL;Non;HAMONT-ACHEL;Limbourg
7063;Neufvilles;Oui;SOIGNIES;Hainaut
9070;Heusden;Oui;DESTELBERGEN;Flandre-Orientale
7387;Erquennes;Oui;HONNELLES;Hainaut
1030;SCHAERBEEK;Non;SCHAERBEEK;Bruxelles (19 communes)
1930;Nossegem;Oui;ZAVENTEM;Brabant Flamand
8600;Oudekapelle;Oui;DIKSMUIDE;Flandre-Occidentale
3830;Berlingen;Oui;WELLEN;Limbourg
7110;Boussoit;Oui;LA LOUVIÈRE;Hainaut
5680;Romerée;Oui;DOISCHE;Namur
9620;Sint-Maria-Oudenhove;Oui;ZOTTEGEM;Flandre-Orientale
4601;Argenteau;Oui;VISÉ;Liège
3450;Grazen;Oui;GEETBETS;Brabant Flamand
5370;HAVELANGE;Non;HAVELANGE;Namur
9550;Hillegem;Oui;HERZELE;Flandre-Orientale
7050;Herchies;Oui;JURBISE;Hainaut
7870;Lombise;Oui;LENS;Hainaut
9820;Schelderode;Oui;MERELBEKE;Flandre-Orientale
3840;Voort;Oui;BORGLOON;Limbourg
5680;Gochenée;Oui;DOISCHE;Namur
7890;Wodecq;Oui;ELLEZELLES;Hainaut
3472;Kersbeek-Miskom;Oui;KORTENAKEN;Brabant Flamand
7870;Montignies-Lez-Lens;Oui;LENS;Hainaut
8400;Stene;Oui;OOSTENDE;Flandre-Occidentale
1840;LONDERZEEL;Non;LONDERZEEL;Brabant Flamand
1390;Nethen;Oui;GREZ-DOICEAU;Brabant Wallon
3384;Attenrode;Oui;GLABBEEK;Brabant Flamand
5570;BEAURAING;Non;BEAURAING;Namur
1601;Ruisbroek;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
1320;BEAUVECHAIN;Non;BEAUVECHAIN;Brabant Wallon
3800;Brustem;Oui;SINT-TRUIDEN;Limbourg
1350;Jandrain-Jandrenouille;Oui;ORP-JAUCHE;Brabant Wallon
7601;Roucourt;Oui;PÉRUWELZ;Hainaut
1360;Thorembais-Les-Béguines;Oui;PERWEZ;Brabant Wallon
5590;Leignon;Oui;CINEY;Namur
6986;Halleux;Oui;LA ROCHE-EN-ARDENNE;Luxembourg
6856;Fays-Les-Veneurs;Oui;PALISEUL;Luxembourg
8790;WAREGEM;Non;WAREGEM;Flandre-Occidentale
4620;FLÉRON;Non;FLÉRON;Liège
3770;Herderen;Oui;RIEMST;Limbourg
4560;Bois-Et-Borsu;Oui;CLAVIER;Liège
7040;QUÉVY;Non;QUÉVY;Hainaut
5555;Bellefontaine;Oui;BIÈVRE;Namur
8587;ESPIERRES-HELCHIN;Non;ESPIERRES-HELCHIN;Flandre-Occidentale
6536;Donstiennes;Oui;THUIN;Hainaut
4020;Bressoux;Oui;LIÈGE;Liège
2320;HOOGSTRATEN;Non;HOOGSTRATEN;Anvers
6990;Hampteau;Oui;HOTTON;Luxembourg
7100;LA LOUVIÈRE;Non;LA LOUVIÈRE;Hainaut
9636;Nederzwalm-Hermelgem;Oui;ZWALM;Flandre-Orientale
3620;LANAKEN;Non;LANAKEN;Limbourg
2235;Houtvenne;Oui;HULSHOUT;Anvers
4852;Hombourg;Oui;PLOMBIÈRES;Liège
6890;Smuid;Oui;LIBIN;Luxembourg
5020;Suarlée;Oui;NAMUR;Namur
4280;Avernas-Le-Bauduin;Oui;HANNUT;Liège
8433;Sint-Pieters-Kapelle;Oui;MIDDELKERKE;Flandre-Occidentale
4630;Tignée;Oui;SOUMAGNE;Liège
3120;TREMELO;Non;TREMELO;Brabant Flamand
4260;Ville-En-Hesbaye;Oui;BRAIVES;Liège
1980;ZEMST;Non;ZEMST;Brabant Flamand
5060;Moignelée;Oui;SAMBREVILLE;Namur
5670;Olloy-Sur-Viroin;Oui;VIROINVAL;Namur
8583;Bossuit;Oui;AVELGEM;Flandre-Occidentale
5555;Cornimont;Oui;BIÈVRE;Namur
6591;Macon;Oui;MOMIGNIES;Hainaut
4420;Montegnée;Oui;SAINT-NICOLAS;Liège
8421;Vlissegem;Oui;DE HAAN;Flandre-Occidentale
3290;Webbekom;Oui;DIEST;Brabant Flamand
6530;Leers-Et-Fosteau;Oui;THUIN;Hainaut
6690;VIELSALM;Non;VIELSALM;Luxembourg
4530;VILLERS-LE-BOUILLET;Non;VILLERS-LE-BOUILLET;Liège
7548;Warchin;Oui;TOURNAI;Hainaut
6840;Hamipré;Oui;NEUFCHÂTEAU;Luxembourg
5651;Berzée;Oui;WALCOURT;Namur
5523;Sommière;Oui;ONHAYE;Namur
8587;Helchin;Oui;ESPIERRES-HELCHIN;Flandre-Occidentale
1804;Cargovil;;;
9160;LOKEREN;Non;LOKEREN;Flandre-Orientale
5380;Hemptinne;Oui;FERNELMONT;Namur
1367;Huppaye;Oui;RAMILLIES;Brabant Wallon
3740;Kleine-Spouwen;Oui;BILZEN;Limbourg
3770;Val-Meer;Oui;RIEMST;Limbourg
9870;Machelen;Oui;ZULTE;Flandre-Orientale
2840;Terhagen;Oui;RUMST;Anvers
6680;Amberloup;Oui;SAINTE-ODE;Luxembourg
6769;Gérouville;Oui;MEIX-DEVANT-VIRTON;Luxembourg
4458;Fexhe-Slins;Oui;JUPRELLE;Liège
8600;Nieuwkapelle;Oui;DIKSMUIDE;Flandre-Occidentale
8640;Oostvleteren;Oui;VLETEREN;Flandre-Occidentale
1350;Noduwez;Oui;ORP-JAUCHE;Brabant Wallon
5150;Soye;Oui;FLOREFFE;Namur
2800;Walem;Oui;MECHELEN;Anvers
6250;Roselies;Oui;AISEAU-PRESLES;Hainaut
9630;Sint-Maria-Latem;Oui;ZWALM;Flandre-Orientale
5377;SOMME-LEUZE;Non;SOMME-LEUZE;Namur
8200;Sint-Michiels;Oui;BRUGGE;Flandre-Occidentale
4550;Villers-Le-Temple;Oui;NANDRIN;Liège
6950;NASSOGNE;Non;NASSOGNE;Luxembourg
2520;RANST;Non;RANST;Anvers
3800;Aalst;Oui;SINT-TRUIDEN;Limbourg
1480;Clabecq;Oui;TUBIZE;Brabant Wallon
5570;Feschaux;Oui;BEAURAING;Namur
9402;Meerbeke;Oui;NINOVE;Flandre-Orientale
7120;Estinnes-Au-Mont;Oui;ESTINNES;Hainaut
4920;Ernonheid;Oui;AYWAILLE;Liège
4607;DALHEM;Non;DALHEM;Liège
6800;Moircy;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
6980;LA ROCHE-EN-ARDENNE;Non;LA ROCHE-EN-ARDENNE;Luxembourg
9910;Knesselare;Oui;AALTER;Flandre-Orientale
8430;MIDDELKERKE;Non;MIDDELKERKE;Flandre-Occidentale
4500;HUY;Non;HUY;Liège
5032;Bossière;Oui;GEMBLOUX;Namur
8953;Wijtschate;Oui;HEUVELLAND;Flandre-Occidentale
7100;Saint-Vaast;Oui;LA LOUVIÈRE;Hainaut
9200;Schoonaarde;Oui;DENDERMONDE;Flandre-Orientale
5080;Warisoulx;Oui;LA BRUYÈRE;Namur
1083;GANSHOREN;Non;GANSHOREN;Bruxelles (19 communes)
6800;Sainte-Marie-Chevigny;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
6812;Suxy;Oui;CHINY;Luxembourg
6250;AISEAU-PRESLES;Non;AISEAU-PRESLES;Hainaut
9420;Burst;Oui;ERPE-MERE;Flandre-Orientale
3550;Zolder;Oui;HEUSDEN-ZOLDER;Limbourg
2660;Hoboken;Oui;ANTWERPEN;Anvers
6990;Marenne;Oui;HOTTON;Luxembourg
9520;Vlierzele;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
6140;FONTAINE-L'EVÊQUE;Non;FONTAINE-L'EVÊQUE;Hainaut
1367;Grand-Rosière-Hottomont;Oui;RAMILLIES;Brabant Wallon
7860;LESSINES;Non;LESSINES;Hainaut
3001;Heverlee;Oui;LEUVEN;Brabant Flamand
7620;Hollain;Oui;BRUNEHAUT;Hainaut
7781;Houthem;Oui;COMINES-WARNETON;Hainaut
4400;Ivoz-Ramet;Oui;FLÉMALLE;Liège
4623;Magnée;Oui;FLÉRON;Liège
1080;MOLENBEEK-SAINT-JEAN;Non;MOLENBEEK-SAINT-JEAN;Bruxelles (19 communes)
5600;Neuville;Oui;PHILIPPEVILLE;Namur
5630;Villers-Deux-Eglises;Oui;CERFONTAINE;Namur
1440;Wauthier-Braine;Oui;BRAINE-LE-CHÂTEAU;Brabant Wallon
2840;RUMST;Non;RUMST;Anvers
4987;STOUMONT;Non;STOUMONT;Liège
4099;Liège X;;;
9506;Idegem;Oui;GERAARDSBERGEN;Flandre-Orientale
4590;OUFFET;Non;OUFFET;Liège
7912;Saint-Sauveur;Oui;FRASNES-LEZ-ANVAING;Hainaut
4530;Warnant-Dreye;Oui;VILLERS-LE-BOUILLET;Liège
7742;Hérinnes-Lez-Pecq;Oui;PECQ;Hainaut
5575;Louette-Saint-Denis;Oui;GEDINNE;Namur
4280;Bertrée;Oui;HANNUT;Liège
8840;Oostnieuwkerke;Oui;STADEN;Flandre-Occidentale
1320;Tourinnes-La-Grosse;Oui;BEAUVECHAIN;Brabant Wallon
3404;Attenhoven;Oui;LANDEN;Brabant Flamand
8000;Koolkerke;Oui;BRUGGE;Flandre-Occidentale
7900;LEUZE-EN-HAINAUT;Non;LEUZE-EN-HAINAUT;Hainaut
9770;KRUISEM;Non;KRUISEM;Flandre-Orientale
4820;DISON;Non;DISON;Liège
7730;Bailleul;Oui;ESTAIMPUIS;Hainaut
3850;Kozen;Oui;NIEUWERKERKEN;Limbourg
2250;OLEN;Non;OLEN;Anvers
6740;Villers-Sur-Semois;Oui;ETALLE;Luxembourg
4600;VISÉ;Non;VISÉ;Liège
3460;BEKKEVOORT;Non;BEKKEVOORT;Brabant Flamand
6740;ETALLE;Non;ETALLE;Luxembourg
3473;Waanrode;Oui;KORTENAKEN;Brabant Flamand
5550;Alle;Oui;VRESSE-SUR-SEMOIS;Namur
5550;Bagimont;Oui;VRESSE-SUR-SEMOIS;Namur
8680;KOEKELARE;Non;KOEKELARE;Flandre-Occidentale
4783;Lommersweiler;Oui;SAINT-VITH;Liège
5377;Noiseux;Oui;SOMME-LEUZE;Namur
5574;Pondrôme;Oui;BEAURAING;Namur
9960;ASSENEDE;Non;ASSENEDE;Flandre-Orientale
4480;Clermont-Sous-Huy;Oui;ENGIS;Liège
8900;Dikkebus;Oui;IEPER;Flandre-Occidentale
9140;Tielrode;Oui;TEMSE;Flandre-Orientale
8710;Ooigem;Oui;WIELSBEKE;Flandre-Occidentale
1370;Piétrain;Oui;JODOIGNE;Brabant Wallon
3140;KEERBERGEN;Non;KEERBERGEN;Brabant Flamand
6670;Limerlé;Oui;GOUVY;Luxembourg
3560;LUMMEN;Non;LUMMEN;Limbourg
4800;Petit-Rechain;Oui;VERVIERS;Liège
6953;Forrières;Oui;NASSOGNE;Luxembourg
3550;HEUSDEN-ZOLDER;Non;HEUSDEN-ZOLDER;Limbourg
9190;Kemzeke;Oui;STEKENE;Flandre-Orientale
5380;Tillier;Oui;FERNELMONT;Namur
4431;Loncin;Oui;ANS;Liège
9890;GAVERE;Non;GAVERE;Flandre-Orientale
9551;Ressegem;Oui;HERZELE;Flandre-Orientale
6824;Chassepierre;Oui;FLORENVILLE;Luxembourg
5310;Boneffe;Oui;EGHEZÉE;Namur
7643;Fontenoy;Oui;ANTOING;Hainaut
6800;Saint-Pierre;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
8700;Aarsele;Oui;TIELT;Flandre-Occidentale
9220;Moerzeke;Oui;HAMME;Flandre-Orientale
7730;Néchin;Oui;ESTAIMPUIS;Hainaut
1380;Maransart;Oui;LASNE;Brabant Wallon
6730;TINTIGNY;Non;TINTIGNY;Luxembourg
4557;Ramelot;Oui;TINLOT;Liège
4122;Plainevaux;Oui;NEUPRÉ;Liège
4650;Chaineux;Oui;HERVE;Liège
5150;FLOREFFE;Non;FLOREFFE;Namur
4520;WANZE;Non;WANZE;Liège
7041;Givry;Oui;QUÉVY;Hainaut
8570;Ingooigem;Oui;ANZEGEM;Flandre-Occidentale
4910;Polleur;Oui;THEUX;Liège
5520;Anthée;Oui;ONHAYE;Namur
9160;Eksaarde;Oui;LOKEREN;Flandre-Orientale
9860;Scheldewindeke;Oui;OOSTERZELE;Flandre-Orientale
5575;Houdremont;Oui;GEDINNE;Namur
5650;Yves-Gomezée;Oui;WALCOURT;Namur
4480;Ehein;Oui;ENGIS;Liège
3150;HAACHT;Non;HAACHT;Brabant Flamand
6464;Forges;Oui;CHIMAY;Hainaut
9270;LAARNE;Non;LAARNE;Flandre-Orientale
2920;KALMTHOUT;Non;KALMTHOUT;Anvers
5070;Aisemont;Oui;FOSSES-LA-VILLE;Namur
8377;Nieuwmunster;Oui;ZUIENKERKE;Flandre-Occidentale
1400;NIVELLES;Non;NIVELLES;Brabant Wallon
5020;Temploux;Oui;NAMUR;Namur
3370;Kerkom;Oui;BOUTERSEM;Brabant Flamand
7911;Oeudeghien;Oui;FRASNES-LEZ-ANVAING;Hainaut
4340;Othée;Oui;AWANS;Liège
7334;Villerot;Oui;SAINT-GHISLAIN;Hainaut
5500;Dréhance;Oui;DINANT;Namur
5644;Ermeton-Sur-Biert;Oui;METTET;Namur
7910;FRASNES-LEZ-ANVAING;Non;FRASNES-LEZ-ANVAING;Hainaut
1367;Geest-Gérompont-Petit-Rosière;Oui;RAMILLIES;Brabant Wallon
7900;Grandmetz;Oui;LEUZE-EN-HAINAUT;Hainaut
7041;Havay;Oui;QUÉVY;Hainaut
9521;Letterhoutem;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
5336;Courrière;Oui;ASSESSE;Namur
4020;Wandre;Oui;LIÈGE;Liège
8680;Bovekerke;Oui;KOEKELARE;Flandre-Occidentale
4218;Couthuin;Oui;HÉRON;Liège
7621;Lesdain;Oui;BRUNEHAUT;Hainaut
2440;GEEL;Non;GEEL;Anvers
7861;Papignies;Oui;LESSINES;Hainaut
4860;Cornesse;Oui;PEPINSTER;Liège
1831;Diegem;Oui;MACHELEN;Brabant Flamand
4690;Glons;Oui;BASSENGE;Liège
6800;Remagne;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
7181;Arquennes;Oui;SENEFFE;Hainaut
7090;Ronquières;Oui;BRAINE-LE-COMTE;Hainaut
2811;Hombeek;Oui;MECHELEN;Anvers
1742;Sint-Katherina-Lombeek;Oui;TERNAT;Brabant Flamand
1450;Gentinnes;Oui;CHASTRE;Brabant Wallon
9850;Hansbeke;Oui;DEINZE;Flandre-Orientale
7100;Haine-Saint-Pierre;Oui;LA LOUVIÈRE;Hainaut
5640;METTET;Non;METTET;Namur
8880;Sint-Eloois-Winkel;Oui;LEDEGEM;Flandre-Occidentale
9051;Afsnee;Oui;GENT;Flandre-Orientale
1370;Lathuy;Oui;JODOIGNE;Brabant Wallon
7620;Bléharies;Oui;BRUNEHAUT;Hainaut
6721;Anlier;Oui;HABAY;Luxembourg
2845;NIEL;Non;NIEL;Anvers
5330;Sart-Bernard;Oui;ASSESSE;Namur
4400;Flémalle-Haute;Oui;FLÉMALLE;Liège
7334;Hautrage;Oui;SAINT-GHISLAIN;Hainaut
3290;Schaffen;Oui;DIEST;Brabant Flamand
5670;VIROINVAL;Non;VIROINVAL;Namur
9630;ZWALM;Non;ZWALM;Flandre-Orientale
5680;Matagne-La-Petite;Oui;DOISCHE;Namur
4870;Nessonvaux;Oui;TROOZ;Liège
8730;Oedelem;Oui;BEERNEM;Flandre-Occidentale
1357;HÉLÉCINE;Non;HÉLÉCINE;Brabant Wallon
4681;Hermalle-Sous-Argenteau;Oui;OUPEYE;Liège
4300;Bettincourt;Oui;WAREMME;Liège
4130;ESNEUX;Non;ESNEUX;Liège
7522;Lamain;Oui;TOURNAI;Hainaut
5530;Purnode;Oui;YVOIR;Namur
9340;Wanzele;Oui;LEDE;Flandre-Orientale
2381;Weelde;Oui;RAVELS;Anvers
3350;Drieslinter;Oui;LINTER;Brabant Flamand
3665;AS;Non;AS;Limbourg
9290;BERLARE;Non;BERLARE;Flandre-Orientale
3540;HERK-DE-STAD;Non;HERK-DE-STAD;Limbourg
2200;HERENTALS;Non;HERENTALS;Anvers
9820;Melsen;Oui;MERELBEKE;Flandre-Orientale
8620;Ramskapelle;Oui;NIEUWPOORT;Flandre-Occidentale
3680;Neeroeteren;Oui;MAASEIK;Limbourg
7941;Attre;Oui;BRUGELETTE;Hainaut
4730;Hauset;Oui;RAEREN;Liège
5651;Laneffe;Oui;WALCOURT;Namur
5310;Taviers;Oui;EGHEZÉE;Namur
3960;Beek;Oui;BREE;Limbourg
8791;Beveren;Oui;WAREGEM;Flandre-Occidentale
2288;Bouwel;Oui;GROBBENDONK;Anvers
9506;Grimminge;Oui;GERAARDSBERGEN;Flandre-Orientale
4460;Bierset;Oui;GRÂCE-HOLLOGNE;Liège
4257;Corswarem;Oui;BERLOZ;Liège
8700;Kanegem;Oui;TIELT;Flandre-Occidentale
5560;Mesnil-Eglise;Oui;HOUYET;Namur
8210;ZEDELGEM;Non;ZEDELGEM;Flandre-Occidentale
2390;Oostmalle;Oui;MALLE;Anvers
5550;Pussemange;Oui;VRESSE-SUR-SEMOIS;Namur
7603;Bon-Secours;Oui;PÉRUWELZ;Hainaut
3631;Boorsem;Oui;MAASMECHELEN;Limbourg
2880;BORNEM;Non;BORNEM;Anvers
7040;Goegnies-Chaussée;Oui;QUÉVY;Hainaut
1430;Quenast;Oui;REBECQ;Brabant Wallon
